date,open,high,low,close,adj_close,volume
2019-01-02,83.38999938964844,87.61000061035156,82.55999755859375,86.8499984741211,84.36056518554688,2478400
2019-01-03,85.0199966430664,85.80999755859375,82.87000274658203,83.58000183105469,81.18429565429688,2666200
2019-01-04,85.4000015258789,87.56999969482422,84.44999694824219,87.44999694824219,84.943359375,3011700
2019-01-07,87.16999816894531,90.05999755859375,87.01000213623047,89.76000213623047,87.18714141845703,2826100
2019-01-08,91.05999755859375,91.48999786376953,87.37000274658203,88.05000305175781,85.52617645263672,3172500
2019-01-09,88.80999755859375,90.55999755859375,88.13999938964844,88.83999633789062,86.29353332519531,2754500
2019-01-10,88.27999877929688,90.83999633789062,88.13999938964844,90.37000274658203,87.7796859741211,2291500
2019-01-11,90.12999725341797,92.04000091552734,89.1500015258789,90.91999816894531,88.31390380859375,2667300
2019-01-14,89.91000366210938,90.80999755859375,89.41000366210938,90.55999755859375,87.9642105102539,1570900
2019-01-15,91.18000030517578,92.51000213623047,90.86000061035156,91.20999908447266,88.59558868408203,1971800
2019-01-16,91.5,91.77999877929688,90.44999694824219,90.48999786376953,87.89622497558594,2085100
2019-01-17,91.3499984741211,92.72000122070312,89.76000213623047,92.23999786376953,89.59607696533203,2446100
2019-01-18,93.0999984741211,94.08999633789062,92.26000213623047,93.5199966430664,90.83937072753906,3477400
2019-01-22,92.7300033569336,92.87999725341797,89.51000213623047,90.44999694824219,87.85736083984375,2971500
2019-01-23,91.0,91.43000030517578,87.9800033569336,89.55000305175781,86.9831771850586,4098300
2019-01-24,98.0999984741211,107.6500015258789,96.80000305175781,106.05999755859375,103.01993560791016,19931600
2019-01-25,105.91999816894531,110.83999633789062,104.62000274658203,110.37000274658203,107.20640563964844,8754100
2019-01-28,107.48999786376953,113.44000244140625,107.0199966430664,109.36000061035156,106.22534942626953,7988500
2019-01-29,110.0,111.52999877929688,109.12000274658203,109.38999938964844,106.2544937133789,3905300
2019-01-30,111.4800033569336,113.16999816894531,110.33999633789062,112.87999725341797,109.64445495605469,5057100
2019-01-31,112.66999816894531,113.2300033569336,111.11000061035156,111.94000244140625,108.73139953613281,3660000
2019-02-01,111.47000122070312,112.6500015258789,110.81999969482422,112.0199966430664,108.80908966064453,4524000
2019-02-04,111.6500015258789,112.4000015258789,109.79000091552734,110.19999694824219,107.04126739501953,5315000
